value
27.487604
31.13301
24.466808
18.72482
19.054262
21.295086
39.33755
38.55361
46.91195
49.14046
64.2831
56.66068
56.466656
63.27277
62.22922
48.279842
57.422485
53.135155
45.80243
35.11712
48.097515
49.890553
46.35144
46.478577
33.735596
37.050358
35.160534
30.429485
23.535795
27.60454
30.693457
31.426327
31.823658
28.032005
28.145987
34.401752
31.45797
34.037685
33.21484
31.624493
32.27062
23.926386
25.678452
30.51729
32.053555
22.249355
28.0794
26.475372
33.917572
25.497442
22.893555
22.182465
30.2002
26.133041
35.032692
42.06733
43.07594
37.235558
37.024616
31.716837
34.32481
42.64096
59.35
56.362457
50.072754
42.80473
49.46406
44.29139
42.80733
37.564915
37.550198
36.25081
35.72334
33.419823
33.512867
34.48491
28.901754
33.886963
36.475906
45.546677
42.60648
46.20779
53.91663
52.220802
49.011345
52.48304
52.001503
50.186577
49.68559
43.320602
45.705254
48.609074
55.07509
44.54043
38.513794
23.924776
30.76196
24.133083
37.014565
34.881298
35.53451
32.487267
43.089714
49.49222
44.81796
42.507698
50.07522
42.960815
50.121082
52.48298
49.907948
50.138252
49.84623
45.956966
48.367016
49.415863
48.38782
56.376892
51.491116
49.46896
44.391373
48.492485
50.375546
44.72669
44.409554
50.340794
50.516617
49.08126
50.24042
47.390446
50.492203
58.55644
59.654846
58.99499
51.8017
63.026848
59.09994
57.358116
54.413418
54.55581
49.112415
42.36632
44.27026
40.46626
29.84464
29.644226
34.315083
24.457886
27.895844
31.960566
44.802467
51.79781
48.907196
42.006496
42.677677
53.987305
63.01006
60.93633
53.018307
59.47251
60.671883
62.068283
54.919315
39.291492
41.21267
43.1415
45.10015
46.835674
36.364845
35.772087
31.576881
30.851194
34.639328
35.7767
47.923134
54.849255
54.561398
57.92459
68.988846
45.11044
42.275345
41.66627
66.36057
63.88103
66.20119
70.192345
68.23144
59.14968
43.918507
49.665455
39.8498
43.83798
30.587976
31.050268
23.629028
29.487041
23.267986
23.6669
30.640013
36.57216
25.539158
26.75318
30.297966
23.354876
24.264635
24.852097
26.854172
23.97659
23.740747
24.381344
31.985605
27.670631
21.946629
27.240183
27.535492
36.433445
42.626984
45.7644
37.112988
33.635292
33.180378
41.235405
51.594162
56.86511
59.93841
59.7999
62.611042
62.870247
62.04055
58.254574
53.04101
48.877014
62.208904
62.04849
61.861115
62.691612
61.558617
54.985962
57.633064
54.82572
45.342564
45.3282
36.02796
25.825409
24.907595
36.464508
44.815613
46.733368
49.029594
58.03452
55.32012
60.333904
58.765766
59.65988
52.291008
53.33339
52.532967
49.755035
55.206722
58.327103
59.052395
55.97256
46.886948
45.951416
46.93853
46.841385
46.750717
40.870163
42.49997
45.89818
48.280922
46.04531
46.12857
48.257286
45.689728
51.03391
48.28923
47.791588
50.668385
58.137104
53.32225
52.926704
50.96157
44.362434
45.607643
41.32587
36.695618
28.732565
22.624119
27.671759
25.636145
21.909763
26.957722
32.54917
37.79826
47.58516
56.33866
56.704956
53.666367
50.885918
46.77191
49.395187
49.256336
54.973854
50.26879
45.070354
46.28784
42.189163
43.772404
46.771236
35.876198
26.966463
23.6143
22.380611
19.452425
19.706205
21.480677
24.138905
34.249916
40.258057
40.121635
42.616764
39.946198
41.371155
50.748604
55.067287
57.64856
57.30507
54.507133
54.35311
51.547386
50.35312
41.292633
42.310745
41.486145
34.45443
22.876654
24.68604
27.745182
37.658905
36.563248
37.527008
42.352695
40.24815
44.03914
46.848495
52.899414
61.102226
62.40181
62.11495
62.307884
62.36205
62.502087
62.17231
42.60667
36.644745
40.845085
37.488827
41.91301
44.784847
36.833344
23.34352
23.191828
23.245203
25.785755
25.719923
33.670643
29.279118
24.095398
31.13862
25.81281
29.851835
26.545763
25.700338
27.876457
24.774157
28.819601
24.546858
26.31332
27.403847
31.311865
28.931057
26.486897
26.618294
38.392376
36.335236
33.928875
26.462372
28.527868
30.752024
36.610573
44.696617
50.848114
57.12847
51.104877
57.195175
49.21301
61.386444
62.319256
61.00905
57.309807
55.946526
58.174576
49.530704
49.807568
48.409447
42.99555
38.24786
35.54811
24.888824
25.485815
24.146116
32.82756
32.378643
40.573475
47.29289
51.69925
42.44793
44.084248
43.374664
42.621246
40.235817
47.29191
40.471695
43.292397
50.101044
50.953903
53.065697
51.23273
47.037945
42.74523
37.82492
38.09767
29.033869
25.717096
30.624035
22.781914
30.05971
35.932537
39.718422
42.10476
43.346207
45.838776
48.051964
47.718227
49.48224
48.039368
42.279102
43.220085
48.559032
39.957775
44.038914
47.762756
44.533657
37.219208
36.551956
35.6193
35.525238
26.904087
23.521042
24.927166
25.563168
36.674213
48.405575
49.020008
51.00901
46.897
47.819717
45.57334
49.109318
44.19166
43.055622
44.2718
41.620667
47.59182
48.51457
50.78053
48.372917
45.969177
33.14094
29.415022
22.65234
29.050894
31.92115
26.93717
41.075375
46.87399
51.7737
40.7882
49.973602
50.420753
45.63605
42.304005
51.034527
58.276226
56.26324
57.622913
47.948406
47.926556
49.11865
46.117035
43.660305
42.41666
35.099728
34.11665
40.160755
28.6782
21.937696
26.262733
32.36656
34.313213
46.046593
48.0253
48.026352
47.16938
40.086357
39.97034
54.379406
37.094242
48.214718
44.49083
47.419903
43.700138
39.509663
37.024956
34.885094
34.443504
29.532547
19.934849
26.445234
23.035435
22.527521
21.394423
35.783028
30.046146
25.580908
24.789331
23.927778
23.228369
27.317333
28.101633
30.750463
36.40206
33.944443
23.060211
20.30853
22.265362
23.10434
24.610128
26.161545
23.088568
24.385073
28.5741
28.87644
22.107847
30.654644
36.842247
27.014385
35.8289
39.489117
44.160706
49.819336
46.51307
52.945606
57.047443
49.07687
47.536026
54.71968
50.836857
54.348076
57.167385
57.657898
51.595524
49.625465
47.42614
45.62006
48.40566
39.769485
24.002134
21.652187
22.450686
30.098146
39.442314
48.814236
54.80284
46.433746
56.34624
49.096413
45.959385
61.721294
48.745533
63.135696
56.725517
56.403
51.7605
57.254063
52.850906
44.78016
35.157665
31.216064
24.45835
21.597822
20.783081
20.239841
25.685719
21.294971
38.80963
46.730164
50.363895
52.337215
52.547
53.222107
49.859917
60.469555
59.33628
59.044262
58.221577
56.914097
56.537914
53.008255
50.97757
50.66663
52.426277
49.13649
44.442303
41.906425
39.908627
39.543358
40.24885
45.051144
50.61348
53.290104
50.964348
49.235485
46.49579
42.384354
44.98162
52.275528
51.011196
48.40088
49.45425
56.107323
53.063583
52.248257
45.41924
43.782806
40.753506
35.581974
33.77112
28.520927
26.105228
25.349718
24.205187
27.988514
34.805347
42.10239
52.15869
53.379623
56.75158
52.937565
62.4848
63.287323
62.88098
62.01569
62.67556
56.440144
58.22595
50.662292
49.433495
47.774834
44.5085
42.299355
36.33456
35.433624
33.39889
32.14664
24.133944
30.629417
35.51589
40.32692
47.001923
53.6364
62.14448
62.18947
61.407112
63.27961
63.497826
63.4528
59.743843
58.29934
61.32372
55.799316
51.0412
50.68555
43.520966
36.394657
23.968258
24.00536
29.351992
23.322824
23.017044
27.700039
29.778053
32.37333
30.64164
22.49634
18.379007
17.580322
31.208515
29.770508
27.040773
27.167366
30.524647
39.94938
31.55291
32.882668
37.58744
28.106066
32.63803
31.846798
46.691353
38.43589
36.238132
31.433256
28.828236
39.53802
51.188316
52.87671
52.908604
50.06547
52.75862
54.7124
51.787525
49.229214
49.390057
49.397423
54.44426
58.11685
54.162178
54.92725
51.02201
47.54302
44.511044
39.03874
35.137295
27.643753
29.042847
35.45135
38.38008
35.371426
41.131428
47.62382
48.842533
57.233406
50.79625
51.830887
54.98062
64.647964
63.794792
64.06915
61.98829
55.50293
51.583546
50.098644
47.972004
45.53595
37.276722
35.960026
44.03911
40.31256
40.150368
35.85361
36.043964
42.475452
43.398743
48.84956
47.631424
54.464
51.403194
59.091328
63.06198
62.183727
62.778374
65.71068
65.8427
63.928257
45.53196
42.229626
42.808502
44.92091
48.419712
43.606724
43.948162
36.43256
37.371845
36.734013
34.314587
29.89552
38.995632
40.775482
50.11095
50.147133
51.175537
51.920986
52.45703
43.497593
41.690884
43.864223
40.365322
44.28828
60.597073
60.048542
44.81915
51.286507
42.286182
42.730247
39.633064
40.17922
40.958565
35.84513
29.675282
35.36117
44.20973
47.00025
43.42604
48.891266
64.49593
57.30301
40.906998
39.2782
52.776592
51.9407
40.897587
38.739216
45.258514
44.397995
42.15039
43.443096
39.3636
40.9428
22.24076
34.08266
22.909107
24.950405
31.732376
28.105051
32.416912
36.058758
39.18254
26.125696
26.37184
30.957483
68.70356
67.812775
64.63632
66.09961
66.223015
61.42589
46.123253
44.120728
40.590424
33.00707
38.34295
40.904774
31.527737
35.8027
35.337143
32.55596
25.666977
27.237999
28.564938
27.69211
25.504137
23.049692
21.163237
21.415316
26.131924
25.912197
24.43468
36.191116
27.32648
19.89055
19.145916
22.388296
33.3686
32.452435
34.324696
33.517162
36.583904
43.393173
48.643898
45.227192
49.82257
39.468273
45.523247
41.272366
46.894123
44.80033
40.22682
40.81337
36.91729
51.20221
37.876534
50.483006
46.58911
45.13123
36.01462
44.857285
45.666035
35.813965
37.3447
39.393017
49.51866
51.23246
43.446274
51.126766
51.249172
51.187317
51.643005
50.52051
52.94349
50.817364
38.51697
41.550518
50.327282
51.98575
50.73848
54.527485
51.133434
40.77176
52.829304
46.97306
36.400585
28.315966
24.853485
24.493475
29.154276
33.35646
29.299726
40.803333
43.616413
43.25765
46.19292
46.94272
46.890305
49.767643
49.138084
50.712803
53.64982
51.796364
50.347763
50.87589
49.843372
51.828056
51.237385
48.434055
49.620872
46.003113
42.169598
41.662388
29.891739
26.95583
27.508238
29.022339
27.656984
27.833025
38.006264
45.057156
49.365482
46.151276
45.95075
45.406933
36.39128
40.3269
46.582726
50.05274
49.20818
53.92013
48.080578
53.3477
44.699
44.363255
41.50846
38.527176
38.608406
35.439663
35.818825
33.313908
34.8602
31.927692
35.85269
39.137825
43.249958
43.685596
48.647797
41.148994
51.750656
55.436546
58.031273
57.66264
55.352966
53.175385
46.866753
51.973255
45.20978
52.238403
52.664276
44.533554
36.372902
41.352837
37.212856
31.37781
31.313576
27.303665
38.696053
51.083546
50.837624
42.661537
47.565346
51.677143
62.930103
61.0635
55.08832
47.946487
48.067184
46.566643
38.25753
39.635742
38.929623
36.84317
38.768673
36.5474
39.687813
38.25695
33.93121
30.105824
33.080067
20.90377
22.750015
28.476847
38.64766
32.79772
19.948889
37.13979
34.09245
25.887108
28.954973
25.269815
25.454645
28.963871
29.944702
28.943794
