datetime,open,high,low,close
2023-06-15 16:00:00,11.56540,11.61080,11.55480,11.59300
2023-06-15 17:00:00,11.59340,11.59340,11.54530,11.54810
2023-06-15 18:00:00,11.54770,11.54820,11.48820,11.51050
2023-06-15 19:00:00,11.51100,11.51620,11.47360,11.48590
2023-06-15 20:00:00,11.48440,11.51010,11.47340,11.49470
2023-06-15 21:00:00,11.49500,11.51220,11.48030,11.49830
2023-06-15 22:00:00,11.49860,11.54190,11.48440,11.48520
2023-06-15 23:00:00,11.48540,11.49850,11.42660,11.46200
2023-06-16 00:00:00,11.46200,11.49550,11.45507,11.48310
2023-06-16 01:00:00,11.48320,11.49170,11.47150,11.48750
2023-06-16 02:00:00,11.48810,11.49016,11.46720,11.48230
2023-06-16 03:00:00,11.48210,11.49110,11.46901,11.47780
2023-06-16 04:00:00,11.47800,11.48360,11.47420,11.47480
2023-06-16 05:00:00,11.47480,11.48320,11.47370,11.48070
2023-06-16 06:00:00,11.48060,11.49126,11.47900,11.48480
2023-06-16 07:00:00,11.48870,11.49327,11.47614,11.49157
2023-06-16 08:00:00,11.49310,11.49840,11.48470,11.48680
2023-06-16 09:00:00,11.48930,11.50237,11.48725,11.49240
2023-06-16 10:00:00,11.49330,11.51080,11.49100,11.50360
2023-06-16 11:00:00,11.50360,11.50370,11.49350,11.49610
2023-06-16 12:00:00,11.49620,11.52004,11.49480,11.51630
2023-06-16 13:00:00,11.51640,11.51700,11.49020,11.51150
2023-06-16 14:00:00,11.51048,11.51320,11.50790,11.50980
2023-06-16 15:00:00,11.51000,11.51230,11.50330,11.50370
2023-06-16 16:00:00,11.50350,11.50490,11.46980,11.49170
2023-06-16 17:00:00,11.49230,11.49820,11.47260,11.49540
2023-06-16 18:00:00,11.49530,11.50470,11.48120,11.49250
2023-06-16 19:00:00,11.49270,11.52180,11.48780,11.50320
2023-06-16 20:00:00,11.50350,11.52640,11.50150,11.51190
2023-06-16 21:00:00,11.51140,11.52900,11.50610,11.50980
2023-06-16 22:00:00,11.50960,11.52690,11.50830,11.52490
2023-06-16 23:00:00,11.52470,11.55980,11.52400,11.55550
2023-06-17 00:00:00,11.55420,11.56210,11.52430,11.54360
2023-06-17 01:00:00,11.54390,11.56120,11.52970,11.55110
2023-06-17 02:00:00,11.55150,11.59730,11.54960,11.57190
2023-06-17 03:00:00,11.57160,11.57273,11.53960,11.54270
2023-06-17 04:00:00,11.54390,11.55217,11.53070,11.54230
2023-06-17 05:00:00,11.54220,11.55180,11.53948,11.55110
2023-06-17 06:00:00,11.55080,11.55855,11.52490,11.54670
2023-06-19 07:00:00,11.55950,11.56350,11.53953,11.55950
2023-06-19 08:00:00,11.55660,11.55970,11.54630,11.55949
2023-06-19 09:00:00,11.55949,11.57830,11.54540,11.55700
2023-06-19 10:00:00,11.55650,11.59836,11.55290,11.58560
2023-06-19 11:00:00,11.58590,11.58910,11.57330,11.58730
2023-06-19 12:00:00,11.58690,11.58970,11.57930,11.58170
2023-06-19 13:00:00,11.58070,11.59690,11.57610,11.59390
2023-06-19 14:00:00,11.59350,11.59450,11.58300,11.58380
2023-06-19 15:00:00,11.58390,11.59110,11.58120,11.58390
2023-06-19 16:00:00,11.58450,11.58450,11.55260,11.55830
2023-06-19 17:00:00,11.55720,11.59140,11.55260,11.57100
2023-06-19 18:00:00,11.57110,11.60365,11.56710,11.60070
2023-06-19 19:00:00,11.60130,11.61480,11.58420,11.61400
2023-06-19 20:00:00,11.61390,11.63290,11.60220,11.62730
2023-06-19 21:00:00,11.62650,11.63500,11.61057,11.63050
2023-06-19 22:00:00,11.63060,11.64800,11.62210,11.62310
2023-06-19 23:00:00,11.62340,11.63970,11.62180,11.63380
2023-06-20 00:00:00,11.63400,11.66070,11.62600,11.65940
2023-06-20 01:00:00,11.66000,11.67181,11.65680,11.65960
2023-06-20 02:00:00,11.66130,11.66432,11.65100,11.66040
2023-06-20 03:00:00,11.66210,11.66350,11.64616,11.65260
2023-06-20 04:00:00,11.65270,11.65740,11.64070,11.65180
2023-06-20 05:00:00,11.65170,11.65482,11.64660,11.65170
2023-06-20 06:00:00,11.65180,11.65260,11.63830,11.64480
2023-06-20 07:00:00,11.64020,11.69863,11.63640,11.68419
2023-06-20 08:00:00,11.68451,11.68473,11.65670,11.67650
2023-06-20 09:00:00,11.67760,11.68420,11.64258,11.67750
2023-06-20 10:00:00,11.67730,11.67822,11.66530,11.67710
2023-06-20 11:00:00,11.67720,11.70250,11.66920,11.70230
2023-06-20 12:00:00,11.70160,11.70852,11.69490,11.69580
2023-06-20 13:00:00,11.69590,11.69922,11.69440,11.69797
2023-06-20 14:00:00,11.69670,11.70220,11.69650,11.69835
2023-06-20 15:00:00,11.69880,11.70930,11.69710,11.70760
2023-06-20 16:00:00,11.70780,11.70880,11.68290,11.69830
2023-06-20 17:00:00,11.69940,11.70050,11.65610,11.67260
2023-06-20 18:00:00,11.67170,11.69230,11.63555,11.66210
2023-06-20 19:00:00,11.66220,11.67990,11.65390,11.67530
2023-06-20 20:00:00,11.67480,11.68110,11.65840,11.67020
2023-06-20 21:00:00,11.66880,11.70220,11.66690,11.69520
2023-06-20 22:00:00,11.69620,11.72640,11.69528,11.72470
2023-06-20 23:00:00,11.72480,11.74310,11.71920,11.73430
2023-06-21 00:00:00,11.73420,11.76610,11.73120,11.75680
2023-06-21 01:00:00,11.75690,11.76041,11.74113,11.74770
2023-06-21 02:00:00,11.74840,11.75424,11.72920,11.72980
2023-06-21 03:00:00,11.73000,11.73904,11.72520,11.72860
2023-06-21 04:00:00,11.72850,11.73170,11.71480,11.71960
2023-06-21 05:00:00,11.71880,11.72320,11.70570,11.70720
2023-06-21 06:00:00,11.70757,11.71530,11.69950,11.69950
2023-06-21 07:00:00,11.71350,11.73333,11.69660,11.72460
2023-06-21 08:00:00,11.72520,11.72560,11.71250,11.71861
2023-06-21 09:00:00,11.71730,11.71994,11.71040,11.71394
2023-06-21 10:00:00,11.71710,11.72100,11.70852,11.71420
2023-06-21 11:00:00,11.71430,11.71440,11.70610,11.70750
2023-06-21 12:00:00,11.70730,11.71520,11.70592,11.71180
2023-06-21 13:00:00,11.71170,11.71250,11.70340,11.70343
2023-06-21 14:00:00,11.70340,11.70800,11.68686,11.68860
2023-06-21 15:00:00,11.68850,11.71040,11.68770,11.70580
2023-06-21 16:00:00,11.70540,11.73050,11.70483,11.72380
2023-06-21 17:00:00,11.72400,11.73211,11.69820,11.70170
2023-06-21 18:00:00,11.70150,11.74790,11.69770,11.73840
2023-06-21 19:00:00,11.73860,11.75391,11.69780,11.70630
2023-06-21 20:00:00,11.70590,11.73640,11.70220,11.73480
2023-06-21 21:00:00,11.73490,11.75750,11.73030,11.75570
2023-06-21 22:00:00,11.75610,11.77190,11.73950,11.75730
2023-06-21 23:00:00,11.75730,11.76960,11.73770,11.74290
2023-06-22 00:00:00,11.74280,11.74280,11.70320,11.70740
2023-06-22 01:00:00,11.70720,11.73288,11.70430,11.71470
2023-06-22 02:00:00,11.71500,11.72090,11.70080,11.71020
2023-06-22 03:00:00,11.71070,11.71770,11.69210,11.69510
2023-06-22 04:00:00,11.69500,11.69800,11.67614,11.68630
2023-06-22 05:00:00,11.68800,11.70080,11.68681,11.69810
2023-06-22 06:00:00,11.69790,11.70830,11.69590,11.69810
2023-06-22 07:00:00,11.70240,11.73647,11.69930,11.72110
2023-06-22 08:00:00,11.71650,11.71650,11.69757,11.70120
2023-06-22 09:00:00,11.70120,11.70305,11.69670,11.70130
2023-06-22 10:00:00,11.70110,11.70189,11.69580,11.69610
2023-06-22 11:00:00,11.69600,11.70785,11.69328,11.69458
2023-06-22 12:00:00,11.69510,11.71240,11.69499,11.71160
2023-06-22 13:00:00,11.71070,11.71348,11.70050,11.70150
2023-06-22 14:00:00,11.70050,11.71700,11.69800,11.71590
2023-06-22 15:00:00,11.71610,11.71743,11.70480,11.70630
2023-06-22 16:00:00,11.70640,11.71100,11.68420,11.70640
2023-06-22 17:00:00,11.70580,11.71490,11.67240,11.70050
2023-06-22 18:00:00,11.70700,11.70898,11.53160,11.58550
2023-06-22 19:00:00,11.58610,11.59500,11.55779,11.56400
2023-06-22 20:00:00,11.56430,11.59100,11.56430,11.58370
2023-06-22 21:00:00,11.58960,11.60510,11.58040,11.59600
2023-06-22 22:00:00,11.59600,11.61980,11.59010,11.61080
2023-06-22 23:00:00,11.61070,11.65670,11.60990,11.64220
2023-06-23 00:00:00,11.64330,11.66410,11.62610,11.63030
2023-06-23 01:00:00,11.63070,11.67990,11.62350,11.64900
2023-06-23 02:00:00,11.64870,11.66010,11.64520,11.65170
2023-06-23 03:00:00,11.65110,11.66786,11.65050,11.65770
2023-06-23 04:00:00,11.65780,11.66120,11.65400,11.65780
2023-06-23 05:00:00,11.65700,11.66960,11.65540,11.66870
2023-06-23 06:00:00,11.66890,11.67690,11.66660,11.67680
2023-06-23 07:00:00,11.67700,11.68200,11.65996,11.66537
2023-06-23 08:00:00,11.67050,11.67440,11.66520,11.66850
2023-06-23 09:00:00,11.67000,11.67810,11.66632,11.67490
2023-06-23 10:00:00,11.67490,11.67750,11.67200,11.67330
2023-06-23 11:00:00,11.67330,11.71850,11.67170,11.71520
2023-06-23 12:00:00,11.71650,11.73850,11.70820,11.73310
2023-06-23 13:00:00,11.73340,11.75423,11.73180,11.74440
2023-06-23 14:00:00,11.74420,11.75780,11.74210,11.75290
2023-06-23 15:00:00,11.75300,11.75460,11.73190,11.74750
2023-06-23 16:00:00,11.74670,11.76670,11.73880,11.75930
2023-06-23 17:00:00,11.76050,11.80200,11.74140,11.79300
2023-06-23 18:00:00,11.79190,11.80650,11.77620,11.78520
2023-06-23 19:00:00,11.78510,11.80450,11.77600,11.78500
2023-06-23 20:00:00,11.78520,11.79470,11.77550,11.78540
2023-06-23 21:00:00,11.78570,11.86200,11.77930,11.84390
2023-06-23 22:00:00,11.84370,11.88180,11.83078,11.83090
2023-06-23 23:00:00,11.83070,11.83240,11.80580,11.81400
2023-06-24 00:00:00,11.81430,11.84000,11.80530,11.81830
2023-06-24 01:00:00,11.81960,11.84957,11.81940,11.83330
2023-06-24 02:00:00,11.83350,11.84020,11.81820,11.82090
2023-06-24 03:00:00,11.82130,11.82197,11.78920,11.79130
2023-06-24 04:00:00,11.79130,11.79880,11.79130,11.79860
2023-06-24 05:00:00,11.79840,11.79940,11.79320,11.79670
2023-06-24 06:00:00,11.79650,11.80230,11.78890,11.79317
2023-06-26 07:00:00,11.83226,11.84117,11.79694,11.80110
2023-06-26 08:00:00,11.79809,11.81664,11.79704,11.80023
2023-06-26 09:00:00,11.79986,11.82780,11.78380,11.79510
2023-06-26 10:00:00,11.79480,11.79860,11.78582,11.79490
2023-06-26 11:00:00,11.79500,11.80340,11.78560,11.78970
2023-06-26 12:00:00,11.78950,11.79605,11.78240,11.79340
2023-06-26 13:00:00,11.79360,11.79440,11.79053,11.79160
2023-06-26 14:00:00,11.79170,11.79260,11.79050,11.79180
2023-06-26 15:00:00,11.79190,11.81250,11.77670,11.78580
2023-06-26 16:00:00,11.78560,11.79890,11.76320,11.76890
2023-06-26 17:00:00,11.76930,11.77510,11.73720,11.75050
2023-06-26 18:00:00,11.75030,11.78750,11.75000,11.78050
2023-06-26 19:00:00,11.78110,11.78120,11.74640,11.74680
2023-06-26 20:00:00,11.74690,11.75570,11.72110,11.72490
2023-06-26 21:00:00,11.72480,11.73670,11.69440,11.70090
2023-06-26 22:00:00,11.70130,11.74150,11.69680,11.74130
2023-06-26 23:00:00,11.74050,11.74840,11.70320,11.70810
2023-06-27 00:00:00,11.70820,11.72750,11.67610,11.67900
2023-06-27 01:00:00,11.67840,11.70530,11.67350,11.68830
2023-06-27 02:00:00,11.68890,11.70230,11.68580,11.69660
2023-06-27 03:00:00,11.69680,11.69880,11.68980,11.69740
2023-06-27 04:00:00,11.69760,11.70990,11.69621,11.70130
2023-06-27 05:00:00,11.70120,11.71136,11.69660,11.70380
2023-06-27 06:00:00,11.70380,11.70980,11.69870,11.69870
2023-06-27 07:00:00,11.70810,11.70810,11.67061,11.69444
2023-06-27 08:00:00,11.70230,11.71521,11.70230,11.71080
2023-06-27 09:00:00,11.71080,11.71798,11.70835,11.71370
2023-06-27 10:00:00,11.71390,11.71660,11.71185,11.71560
2023-06-27 11:00:00,11.71550,11.72020,11.67320,11.68640
2023-06-27 12:00:00,11.68520,11.69710,11.67455,11.68010
2023-06-27 13:00:00,11.68000,11.68020,11.67230,11.67543
2023-06-27 14:00:00,11.67670,11.67990,11.67516,11.67680
2023-06-27 15:00:00,11.67610,11.68000,11.66757,11.67210
2023-06-27 16:00:00,11.67200,11.68020,11.66360,11.67220
2023-06-27 17:00:00,11.67210,11.69710,11.66150,11.69370
2023-06-27 18:00:00,11.69330,11.72550,11.69280,11.72140
2023-06-27 19:00:00,11.72060,11.77070,11.72040,11.75560
2023-06-27 20:00:00,11.75550,11.75950,11.73680,11.74920
2023-06-27 21:00:00,11.74850,11.78000,11.74610,11.76280
2023-06-27 22:00:00,11.76220,11.77210,11.75240,11.76100
2023-06-27 23:00:00,11.76040,11.77073,11.73260,11.75750
2023-06-28 00:00:00,11.75780,11.77800,11.75300,11.77660
2023-06-28 01:00:00,11.77266,11.79710,11.76820,11.79100
2023-06-28 02:00:00,11.79090,11.80800,11.78620,11.80660
2023-06-28 03:00:00,11.80650,11.81880,11.80410,11.81410
2023-06-28 04:00:00,11.81420,11.82390,11.81170,11.81690
2023-06-28 05:00:00,11.81670,11.82320,11.81227,11.81600
2023-06-28 06:00:00,11.81610,11.82010,11.81040,11.81300
2023-06-28 07:00:00,11.81530,11.81530,11.79836,11.80880
2023-06-28 08:00:00,11.81170,11.81320,11.80200,11.80840
2023-06-28 09:00:00,11.81100,11.82790,11.80810,11.82560
2023-06-28 10:00:00,11.82900,11.83430,11.82640,11.83020
2023-06-28 11:00:00,11.83070,11.85333,11.82901,11.85040
2023-06-28 12:00:00,11.85080,11.85117,11.82200,11.84220
2023-06-28 13:00:00,11.84210,11.84379,11.83570,11.83950
2023-06-28 14:00:00,11.83950,11.85010,11.83790,11.84600
2023-06-28 15:00:00,11.84600,11.84784,11.82850,11.83040
2023-06-28 16:00:00,11.83060,11.83831,11.81810,11.82260
2023-06-28 17:00:00,11.82240,11.82437,11.78140,11.78220
2023-06-28 18:00:00,11.78110,11.82110,11.77550,11.81450
2023-06-28 19:00:00,11.81400,11.82170,11.77640,11.78560
2023-06-28 20:00:00,11.78570,11.80800,11.77329,11.79810
2023-06-28 21:00:00,11.79770,11.84330,11.79687,11.84100
2023-06-28 22:00:00,11.84110,11.84950,11.81000,11.81190
2023-06-28 23:00:00,11.81200,11.84600,11.80950,11.82550
2023-06-29 00:00:00,11.82550,11.82610,11.78610,11.78650
2023-06-29 01:00:00,11.78630,11.78930,11.74770,11.75690
2023-06-29 02:00:00,11.75710,11.75860,11.73330,11.75120
2023-06-29 03:00:00,11.75140,11.75749,11.74690,11.75070
2023-06-29 04:00:00,11.75060,11.76070,11.74120,11.76030
2023-06-29 05:00:00,11.75990,11.76140,11.74720,11.75030
2023-06-29 06:00:00,11.75010,11.75950,11.74780,11.75370
2023-06-29 07:00:00,11.75285,11.76465,11.73950,11.75480
2023-06-29 08:00:00,11.75920,11.76070,11.74930,11.75078
2023-06-29 09:00:00,11.75020,11.75917,11.74400,11.75240
2023-06-29 10:00:00,11.75240,11.76030,11.74988,11.75200
2023-06-29 11:00:00,11.75190,11.75327,11.73401,11.74140
2023-06-29 12:00:00,11.74150,11.75110,11.74070,11.74950
2023-06-29 13:00:00,11.74940,11.75810,11.74930,11.75540
2023-06-29 14:00:00,11.75560,11.75850,11.75110,11.75300
2023-06-29 15:00:00,11.75310,11.76470,11.74820,11.76390
2023-06-29 16:00:00,11.76080,11.77940,11.74890,11.77740
2023-06-29 17:00:00,11.77860,11.80030,11.73940,11.78830
2023-06-29 18:00:00,11.78790,11.79270,11.76650,11.77520
2023-06-29 19:00:00,11.77620,11.78860,11.75937,11.76060
2023-06-29 20:00:00,11.76040,11.76840,11.74050,11.74500
2023-06-29 21:00:00,11.74550,11.76030,11.74062,11.75120
2023-06-29 22:00:00,11.74010,11.78670,11.73450,11.77690
2023-06-29 23:00:00,11.77670,11.78470,11.75380,11.76300
2023-06-30 00:00:00,11.76230,11.76640,11.72550,11.73510
2023-06-30 01:00:00,11.73520,11.76210,11.73090,11.74610
2023-06-30 02:00:00,11.74580,11.74940,11.73530,11.73770
2023-06-30 03:00:00,11.73760,11.74660,11.73360,11.74600
2023-06-30 04:00:00,11.74620,11.74720,11.73850,11.73860
2023-06-30 05:00:00,11.73850,11.74700,11.73580,11.73860
2023-06-30 06:00:00,11.73900,11.74110,11.73500,11.73830
2023-06-30 07:00:00,11.73710,11.75280,11.72252,11.73555
2023-06-30 08:00:00,11.73460,11.74450,11.73448,11.73800
2023-06-30 09:00:00,11.73890,11.74460,11.73680,11.73890
2023-06-30 10:00:00,11.73930,11.74740,11.73470,11.74000
2023-06-30 11:00:00,11.74020,11.74030,11.72670,11.73350
2023-06-30 12:00:00,11.73310,11.73370,11.71450,11.71800
2023-06-30 13:00:00,11.71790,11.72330,11.71650,11.71800
2023-06-30 14:00:00,11.71780,11.72150,11.71330,11.71740
2023-06-30 15:00:00,11.71750,11.72700,11.70431,11.71940
2023-06-30 16:00:00,11.71920,11.72450,11.70010,11.71420
2023-06-30 17:00:00,11.71490,11.72200,11.67480,11.70800
2023-06-30 18:00:00,11.70820,11.71460,11.67240,11.67450
2023-06-30 19:00:00,11.68180,11.68884,11.65710,11.66050
2023-06-30 20:00:00,11.66080,11.69290,11.65390,11.67670
2023-06-30 21:00:00,11.67730,11.71000,11.67200,11.70030
2023-06-30 22:00:00,11.70010,11.72200,11.67320,11.67520
2023-06-30 23:00:00,11.67530,11.71132,11.67240,11.68780
2023-07-01 00:00:00,11.68780,11.69880,11.66210,11.69160
2023-07-01 01:00:00,11.69240,11.70410,11.68330,11.69250
2023-07-01 02:00:00,11.69210,11.69820,11.68940,11.69390
2023-07-01 03:00:00,11.69360,11.71420,11.68900,11.70770
2023-07-01 04:00:00,11.70760,11.71140,11.70490,11.70800
2023-07-01 05:00:00,11.70810,11.71650,11.70570,11.71390
2023-07-01 06:00:00,11.71380,11.72400,11.71180,11.71966
2023-07-03 07:00:00,11.71933,11.73979,11.71395,11.73852
2023-07-03 08:00:00,11.73887,11.75390,11.72590,11.73528
2023-07-03 09:00:00,11.73483,11.73990,11.72100,11.72280
2023-07-03 10:00:00,11.72280,11.72462,11.71090,11.71300
2023-07-03 11:00:00,11.71270,11.71957,11.69510,11.70030
2023-07-03 12:00:00,11.70010,11.71490,11.69850,11.71020
2023-07-03 13:00:00,11.71010,11.71150,11.69586,11.69710
2023-07-03 14:00:00,11.69680,11.70040,11.69545,11.69910
2023-07-03 15:00:00,11.69900,11.70730,11.69330,11.69980
2023-07-03 16:00:00,11.69970,11.72220,11.68511,11.70040
2023-07-03 17:00:00,11.69910,11.70410,11.68610,11.70320
2023-07-03 18:00:00,11.70370,11.70890,11.68220,11.68650
2023-07-03 19:00:00,11.68680,11.70280,11.66830,11.69370
2023-07-03 20:00:00,11.69410,11.70820,11.69250,11.70180
2023-07-03 21:00:00,11.70190,11.72180,11.69829,11.70040
2023-07-03 22:00:00,11.69970,11.70350,11.67095,11.69510
2023-07-03 23:00:00,11.69500,11.71490,11.68230,11.68790
2023-07-04 00:00:00,11.68810,11.70110,11.66970,11.67530
2023-07-04 01:00:00,11.67490,11.68520,11.65760,11.66970
2023-07-04 02:00:00,11.67000,11.67630,11.66870,11.67220
2023-07-04 03:00:00,11.67180,11.69100,11.67180,11.68421
2023-07-04 04:00:00,11.68200,11.68414,11.67060,11.67990
2023-07-04 05:00:00,11.67990,11.68030,11.66510,11.66900
2023-07-04 06:00:00,11.66810,11.68005,11.66210,11.66840
2023-07-04 07:00:00,11.68167,11.71271,11.67460,11.69303
2023-07-04 08:00:00,11.70087,11.70210,11.66274,11.67731
2023-07-04 09:00:00,11.67760,11.67820,11.66740,11.66760
2023-07-04 10:00:00,11.66730,11.67230,11.65917,11.66490
2023-07-04 11:00:00,11.66480,11.67457,11.65850,11.66400
2023-07-04 12:00:00,11.66380,11.67100,11.65742,11.66300
2023-07-04 13:00:00,11.66320,11.66440,11.65920,11.66010
2023-07-04 14:00:00,11.66070,11.66940,11.65804,11.66290
2023-07-04 15:00:00,11.66270,11.67492,11.65390,11.67260
2023-07-04 16:00:00,11.67230,11.67439,11.64730,11.64830
2023-07-04 17:00:00,11.64870,11.64937,11.62416,11.64010
2023-07-04 18:00:00,11.64000,11.65740,11.63400,11.64070
2023-07-04 19:00:00,11.64080,11.64120,11.60280,11.60900
2023-07-04 20:00:00,11.60750,11.61160,11.59520,11.60300
2023-07-04 21:00:00,11.60320,11.60410,11.58290,11.58750
2023-07-04 22:00:00,11.58930,11.61470,11.58720,11.59560
2023-07-04 23:00:00,11.59570,11.61952,11.59222,11.61800
2023-07-05 00:00:00,11.61790,11.62860,11.59590,11.59600
2023-07-05 01:00:00,11.59630,11.59710,11.57150,11.58290
2023-07-05 02:00:00,11.58320,11.60317,11.58050,11.59250
2023-07-05 03:00:00,11.59150,11.59280,11.58469,11.58720
2023-07-05 04:00:00,11.58740,11.59950,11.58391,11.59600
2023-07-05 05:00:00,11.59590,11.59920,11.58230,11.58860
2023-07-05 06:00:00,11.58870,11.60950,11.57470,11.57470
2023-07-05 07:00:00,11.59150,11.61625,11.56584,11.58018
2023-07-05 08:00:00,11.56969,11.60086,11.56917,11.57789
2023-07-05 09:00:00,11.58250,11.59530,11.57660,11.59055
2023-07-05 10:00:00,11.59180,11.59640,11.58400,11.58920
2023-07-05 11:00:00,11.58940,11.60040,11.58670,11.59840
2023-07-05 12:00:00,11.59880,11.60304,11.59360,11.59710
2023-07-05 13:00:00,11.59720,11.60258,11.59390,11.59760
2023-07-05 14:00:00,11.59780,11.60230,11.59524,11.59820
2023-07-05 15:00:00,11.59830,11.60100,11.58530,11.59570
2023-07-05 16:00:00,11.59480,11.60780,11.56390,11.56780
2023-07-05 17:00:00,11.56770,11.59680,11.56280,11.59320
2023-07-05 18:00:00,11.59330,11.62450,11.58420,11.61820
2023-07-05 19:00:00,11.61800,11.64190,11.61240,11.63570
2023-07-05 20:00:00,11.63560,11.63570,11.61740,11.62840
2023-07-05 21:00:00,11.62850,11.64980,11.62535,11.63920
2023-07-05 22:00:00,11.63950,11.65849,11.63380,11.63820
2023-07-05 23:00:00,11.63770,11.64030,11.58130,11.58610
2023-07-06 00:00:00,11.58650,11.59310,11.55580,11.58380
2023-07-06 01:00:00,11.58390,11.59210,11.57233,11.58740
2023-07-06 02:00:00,11.58760,11.59110,11.56810,11.58240
2023-07-06 03:00:00,11.58240,11.58346,11.57500,11.58180
2023-07-06 04:00:00,11.58310,11.60440,11.57710,11.59540
2023-07-06 05:00:00,11.59530,11.60300,11.59300,11.59890
2023-07-06 06:00:00,11.59870,11.60100,11.58920,11.58930
2023-07-06 07:00:00,11.59110,11.66434,11.57760,11.59680
2023-07-06 08:00:00,11.59790,11.60491,11.59270,11.59670
2023-07-06 09:00:00,11.59680,11.60324,11.59336,11.59455
2023-07-06 10:00:00,11.59420,11.59650,11.58960,11.59310
2023-07-06 11:00:00,11.59300,11.59420,11.57990,11.58380
2023-07-06 12:00:00,11.58340,11.58970,11.57860,11.58250
2023-07-06 13:00:00,11.58240,11.59500,11.58040,11.59020
2023-07-06 14:00:00,11.59110,11.60060,11.58847,11.59130
2023-07-06 15:00:00,11.59130,11.59560,11.58130,11.58930
2023-07-06 16:00:00,11.61250,11.61250,11.56800,11.58350
2023-07-06 17:00:00,11.58370,11.62290,11.57080,11.62050
2023-07-06 18:00:00,11.62050,11.63290,11.61260,11.62690
2023-07-06 19:00:00,11.62760,11.66200,11.62670,11.65490
2023-07-06 20:00:00,11.65470,11.65480,11.63060,11.64140
2023-07-06 21:00:00,11.64090,11.64940,11.63490,11.63710
2023-07-06 22:00:00,11.63640,11.68060,11.60205,11.65790
2023-07-06 23:00:00,11.65780,11.68600,11.64160,11.68250
2023-07-07 00:00:00,11.68230,11.77000,11.67320,11.73090
2023-07-07 01:00:00,11.73140,11.74010,11.70684,11.71000
2023-07-07 02:00:00,11.70980,11.72520,11.70770,11.71650
2023-07-07 03:00:00,11.71650,11.73050,11.71270,11.71740
2023-07-07 04:00:00,11.71690,11.72740,11.71570,11.71580
2023-07-07 05:00:00,11.71570,11.72800,11.71540,11.72390
2023-07-07 06:00:00,11.72460,11.72830,11.71470,11.71470
2023-07-07 07:00:00,11.73090,11.73587,11.71520,11.72196
2023-07-07 08:00:00,11.72350,11.73821,11.71250,11.72800
2023-07-07 09:00:00,11.72500,11.73635,11.71560,11.71900
2023-07-07 10:00:00,11.71890,11.73700,11.71630,11.72210
2023-07-07 11:00:00,11.72150,11.73600,11.71720,11.71875
2023-07-07 12:00:00,11.72050,11.72800,11.71659,11.72650
2023-07-07 13:00:00,11.72660,11.73300,11.71401,11.72350
2023-07-07 14:00:00,11.72377,11.72900,11.72040,11.72120
